ano_compra;"nome_instituicao";"esfera";"cnpj_instituicao";"municipio_instituicao";"uf";compra;insercao;codigo_br;"descricao_catmat";"unidade_fornecimento";"generico";"anvisa";"modalidade_compra";"tipo_compra";capacidade;"unidade_medida";"unidade_fornecimento_capacidade";"cnpj_fornecedor";"fornecedor";"cnpj_fabricante";"fabricante";qtd_itens_comprados;preco_unitario;preco_total
"2026";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.718.406/0001-20";"ARACAJU";"SE";"23/01/2026";"25/02/2026";"364781";"ARIPIPRAZOL, CONCENTRAÇÃO:20 MG";"COMPRIMIDO";"S";"1564900070068";"Pregão";"JUDICIAL";;;"COMPRIMIDO";"17.854.549/0001-46";"MAIS MED COMERCIO DE PRODUTOS HOSPITALAR LTDA";"05.399.786/0001-85";"UNICHEM FARMACEUTICA DO BRASIL LTDA.";"2400";"4.7";"11280.0"
"2026";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.718.406/0001-20";"ARACAJU";"SE";"23/01/2026";"25/02/2026";"331389";"SITAGLIPTINA, COMPOSIÇÃO:SAL FOSFATO, CONCENTRAÇÃO:100 MG";"COMPRIMIDO";;;"Pregão";"JUDICIAL";;;"COMPRIMIDO";"00.895.119/0001-70";"SANFARMA COMERCIO DE MEDICAMENTOS LTDA";"61.286.647/0001-16";"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.";"392";"2.67";"1046.64"
"2026";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.718.406/0001-20";"ARACAJU";"SE";"23/01/2026";"25/02/2026";"452624";"LURASIDONA, CONCENTRAÇÃO:20 MG";"COMPRIMIDO";"N";"1045401870117";"Pregão";"JUDICIAL";;;"COMPRIMIDO";"20.918.668/0001-20";"MEDICINALI PRODUTOS PARA SAUDE LTDA";"60.874.187/0001-84";"DAIICHI SANKYO BRASIL FARMACEUTICA LTDA.";"1080";"7.64";"8251.2"
"2026";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.718.406/0001-20";"ARACAJU";"SE";"23/01/2026";"25/02/2026";"430404";"IBRUTINIBE, CONCENTRAÇÃO:140 MG";"COMPRIMIDO";"N";"1123634390016";"Pregão";"JUDICIAL";;;"COMPRIMIDO";"04.307.650/0012-98";"ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.";"51.780.468/0001-87";"JANSSEN-CILAG FARMACEUTICA LTDA";"918";"375.5";"344709.0"
"2026";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.718.406/0001-20";"ARACAJU";"SE";"23/01/2026";"25/02/2026";"364780";"ARIPIPRAZOL, CONCENTRAÇÃO:10 MG";"COMPRIMIDO";"S";"1023514110028";"Pregão";"JUDICIAL";;;"COMPRIMIDO";"17.854.549/0001-46";"MAIS MED COMERCIO DE PRODUTOS HOSPITALAR LTDA";"57.507.378/0003-65";"EMS S/A";"3600";"0.53";"1908.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"331555";"CEFALEXINA, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:PÓ P/ SUSPENSÃO ORAL";"FRASCO";"S";"1556200220058";"Pregão";"ADMINISTRATIVA";"60.0";"ML";"FRASCO 60.00 ML";"26.156.923/0001-20";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"05.439.635/0001-03";"ANTIBIOTICOS DO BRASIL LTDA.";"60";"6.98";"418.8"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267652";"ENALAPRIL MALEATO, DOSAGEM:20 MG";"COMPRIMIDO";"S";"1134301900023";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"3000";"0.045";"135.0"
"2026";"SECRETARIA DE ESTADO DA SAUDE";"ESTADUAL";"76.416.866/0001-40";"CURITIBA";"PR";"26/01/2026";"30/01/2026";"407328";"LISDEXANFETAMINA DIMESILATO, CONCENTRAÇÃO:30 MG";"CÁPSULA";"S";"1004315150015";"Pregão";"JUDICIAL";;;"CÁPSULA";"61.190.096/0016-79";"EUROFARMA LABORATORIOS S.A.";"61.190.096/0001-92";"EUROFARMA LABORATORIOS S.A.";"77760";"2.95";"229392.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"270119";"CLONAZEPAM, DOSAGEM:2 MG";"COMPRIMIDO";"N";"1542301750214";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"960";"0.12";"115.2"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"271089";"AMOXICILINA, CONCENTRAÇÃO:500MG";"CÁPSULA";"S";"1564900030066";"Pregão";"ADMINISTRATIVA";;;"CÁPSULA";"26.156.923/0001-20";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"05.399.786/0001-85";"UNICHEM FARMACEUTICA DO BRASIL LTDA.";"500";"0.28";"140.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267502";"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG";"COMPRIMIDO";"N";"1425900060081";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"08.055.634/0001-53";"IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA";"10000";"0.03";"300.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267205";"DIPIRONA SÓDICA, DOSAGEM:500 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL (GOTAS)";"FRASCO";"N";"1384100020051";"Pregão";"ADMINISTRATIVA";"10.0";"ML";"FRASCO 10.00 ML";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"400";"1.28";"512.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267635";"CLORPROMAZINA, DOSAGEM:25 MG";"COMPRIMIDO";"N";"1029802260229";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"600";"0.21";"126.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"270558";"ACETILCISTEÍNA, DOSAGEM:20 MG/ML, INDICAÇÃO:XAROPE";"FRASCO";"N";"1542301400078";"Pregão";"ADMINISTRATIVA";"120.0";"ML";"FRASCO 120.00 ML";"26.156.923/0001-20";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"20";"4.58";"91.6"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267650";"ENALAPRIL MALEATO, DOSAGEM:5 MG";"COMPRIMIDO";"S";"1048100980244";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"48.113.906/0001-49";"1FARMA INDUSTRIA FARMACEUTICA LTDA";"2000";"0.09";"180.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"449185";"BETAMETASONA, COMPOSIÇÃO:DIPROPIONATO, ASSOCIADA AO CETOCONAZOL E NEOMICINA, CONCENTRAÇÃO:0,5 MG/G + 20 MG/G + 1,5 MG/G, FORMA FARMACEUTICA:CREME";"BISNAGA";"N";"1057101530012";"Pregão";"ADMINISTRATIVA";"30.0";"G";"BISNAGA 30.00 G";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"18.324.343/0001-77";"BELFAR LTDA";"10";"4.47";"44.7"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"415576";"FILME RADIOLÓGICO, TIPO:RAIO-X, DIMENSÕES:24 X 30 CM";"CAIXA";;;"Registro de Preços";"ADMINISTRATIVA";"100.0";"UN";"CAIXA 100.00 UN";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"60.397.874/0001-56";"FUJIFILM DO BRASIL LTDA.";"3";"150.0";"450.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"268499";"METRONIDAZOL, DOSAGEM:400 MG";"COMPRIMIDO";"N";"1677301810054";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"05.044.984/0001-26";"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA";"100";"0.32";"32.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267747";"SINVASTATINA, DOSAGEM:20 MG";"COMPRIMIDO";"S";"1004704720521";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"61.286.647/0001-16";"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.";"3000";"0.06";"180.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"268856";"LOSARTANA POTÁSSICA, DOSAGEM:50 MG";"COMPRIMIDO";"S";"1037005050027";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"9000";"0.04";"360.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"333633";"LÂMINA BISTURI, MATERIAL:AÇO CARBONO, TAMANHO:Nº 10, TIPO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:EMBALADA INDIVIDUALMENTE";"CAIXA";;;"Registro de Preços";"ADMINISTRATIVA";"100.0";"UN";"CAIXA 100.00 UN";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"37.820.994/0001-00";"MEDIX BRASIL INDUSTRIA DE DESCARTAVEIS HOSPITALARES LTDA";"4";"15.0";"60.0"
"2026";"SECRETARIA DE ESTADO DA SAUDE";"ESTADUAL";"76.416.866/0001-40";"CURITIBA";"PR";"26/01/2026";"30/01/2026";"274149";"ERTAPENEM SÓDICO, DOSAGEM:1 G, APRESENTAÇÃO:INJETÁVEL";"FRASCO-AMPOLA";"N";"1017102240019";"Pregão";"JUDICIAL";;;"FRASCO-AMPOLA";"44.639.493/0001-80";"EUGIA PHARMA INDUSTRIA FARMACEUTICA LIMITADA";"03.560.974/0001-18";"MERCK SHARP & DOHME FARMACEUTICA LTDA.";"240";"133.0";"31920.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267618";"CARBAMAZEPINA, DOSAGEM:200 MG";"COMPRIMIDO";"S";"1134302080021";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"2000";"0.13";"260.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"446263";"AMBROXOL, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:6 MG/ML, FORMA FARMACÊUTICA:XAROPE";"FRASCO";"S";"1108500390026";"Pregão";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"26.156.923/0001-20";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"50";"2.62";"131.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"269980";"COMPRESSA GAZE, MATERIAL:TECIDO 100% ALGODÃO, TIPO:9 FIOS/CM2, MODELO:COR BRANCA,ISENTA DE IMPUREZAS, CAMADAS:8 CAMADAS, LARGURA:7,50 CM, COMPRIMENTO:7,50 CM, DOBRAS:5 DOBRAS, CARACTERÍSTICAS ADICIONAIS:ESTÉRIL,DESCARTÁVEL";"PACOTE";;;"Registro de Preços";"ADMINISTRATIVA";"30.0";"UN";"PACOTE 30.00 UN";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"10.403.238/0001-11";"AMED S/A";"40";"5.0";"200.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267625";"CEFALEXINA, DOSAGEM:500 MG";"CÁPSULA";"S";"1049713540042";"Pregão";"ADMINISTRATIVA";;;"CÁPSULA";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"500";"0.73";"365.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"272809";"LAMOTRIGINA, DOSAGEM:100 MG";"COMPRIMIDO";"S";"1564900090034";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"05.399.786/0001-85";"UNICHEM FARMACEUTICA DO BRASIL LTDA.";"120";"0.51";"61.2"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267628";"CINARIZINA, DOSAGEM:25 MG";"COMPRIMIDO";"N";"1558405890027";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"05.161.069/0001-10";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"450";"0.36";"162.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"447065";"MATERIAL HOSPITALAR, TIPO:CLAMP PRENDEDOR UMBILICAL, COMPONENTES:PLÁSTICO, EMBALAGEM:EMBALAGEM INDIVIDUAL, ESTERILIDADE :ESTÉRIL, USO ÚNICO";"UNIDADE";;;"Registro de Preços";"ADMINISTRATIVA";;;"UNIDADE";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"10.016.132/0001-65";"VITAL PRODUTOS HOSPITALARES LTDA.";"100";"0.95";"95.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"268949";"AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL";"FRASCO";"N";"1410700060195";"Pregão";"ADMINISTRATIVA";"15.0";"ML";"FRASCO 15.00 ML";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"02.501.297/0001-02";"PHARLAB INDUSTRIA FARMACEUTICA S.A";"20";"8.63";"172.6"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"291770";"ESCITALOPRAM OXALATO, DOSAGEM:10 MG";"COMPRIMIDO";"S";"1438102690063";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"180";"0.26";"46.8"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"272434";"ANLODIPINO BESILATO, DOSAGEM:5 MG";"COMPRIMIDO";"N";"1542302430043";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"1500";"0.04";"60.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"299675";"MANITOL, DOSAGEM:20%, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO";"FRASCO";"N";"1177200080067";"Registro de Preços";"ADMINISTRATIVA";"250.0";"ML";"FRASCO 250.00 ML";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"01.784.792/0001-03";"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -";"40";"5.0";"200.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"446104";"SAIS PARA REIDRATAÇÃO ORAL, COMPOSIÇÃO:SÓDIO, POTÁSSIO, CLORETO, CITRATO E GLICOSE, CONCENTRAÇÃO:60 MEQ/L + 20 MEQ/L + 60 MEQ/L + 20 MEQ/L + 110 MMOL/L, FORMA FARMACÊUTICA:SOLUÇÃO ORAL";"ENVELOPE";"N";"1004306900041";"Pregão";"ADMINISTRATIVA";;;"ENVELOPE";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"61.190.096/0001-92";"EUROFARMA LABORATORIOS S.A.";"50";"1.13";"56.5"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"272786";"DONEPEZILA, DOSAGEM:10 MG";"COMPRIMIDO";"S";"1006302770210";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"33.258.401/0001-03";"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA";"60";"1.26";"75.6"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267663";"FUROSEMIDA, DOSAGEM:40 MG";"COMPRIMIDO";"S";"1134301530031";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"500";"0.06";"30.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"268498";"METRONIDAZOL, DOSAGEM:5MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"BOLSA";"S";"1031101540022";"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"BOLSA 100.00 ML";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"01.571.702/0001-98";"HALEX ISTAR INDUSTRIA FARMACEUTICA SA";"240";"2.1";"504.0"
"2026";"SECRETARIA DE ESTADO DA SAUDE";"ESTADUAL";"76.416.866/0001-40";"CURITIBA";"PR";"26/01/2026";"05/02/2026";"271104";"CICLOSPORINA, CONCENTRAÇÃO:25 MG";"CÁPSULA";"N";"1058309990073";"Pregão";"ADMINISTRATIVA";;;"CÁPSULA";"09.944.371/0001-04";"SULMEDIC COMERCIO DE MEDICAMENTOS LTDA";"45.992.062/0001-65";"GERMED FARMACEUTICA LTDA";"376450";"2.38";"895951.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267674";"HIDROCLOROTIAZIDA, DOSAGEM:25 MG";"COMPRIMIDO";"S";"1438102100053";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"3000";"0.06";"180.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267503";"ÁCIDO FÓLICO, DOSAGEM:5 MG";"COMPRIMIDO";"N";"1384100500167";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"500";"0.04";"20.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"268331";"IPRATRÓPIO BROMETO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO PARA INALAÇÃO";"FRASCO";"S";"1256800900018";"Registro de Preços";"ADMINISTRATIVA";"20.0";"ML";"FRASCO 20.00 ML";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"200";"1.0";"200.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"448635";"CETOPROFENO, CONCENTRAÇAO:150 MG, FORMA FARMACEUTICA:LIBERAÇÃO PROLONGADA";"COMPRIMIDO";"S";"1004312360043";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"61.190.096/0001-92";"EUROFARMA LABORATORIOS S.A.";"200";"0.69";"138.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267689";"METILDOPA, DOSAGEM:250 MG";"COMPRIMIDO";"S";"1134302090025";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"2000";"0.12";"240.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"272045";"CLOPIDOGREL, DOSAGEM:75 MG";"COMPRIMIDO";"N";"1058307180023";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"26.156.923/0001-20";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"45.992.062/0001-65";"GERMED FARMACEUTICA LTDA";"280";"0.49";"137.2"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"284106";"RISPERIDONA, DOSAGEM:1 MG/ML, USO:SOLUÇÃO ORAL, COM PIPETA DOSADORA";"FRASCO";"S";"1256802320035";"Registro de Preços";"ADMINISTRATIVA";"30.0";"ML";"FRASCO 30.00 ML";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"100";"5.0";"500.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267747";"SINVASTATINA, DOSAGEM:20 MG";"COMPRIMIDO";"S";"1053501850062";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"26.156.923/0001-20";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"17.115.437/0001-73";"LABORATORIO GLOBO SA";"900";"0.09";"81.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE FARO";"MUNICIPAL";"12.403.819/0001-89";"FARO";"PA";"26/01/2026";"27/02/2026";"267613";"CAPTOPRIL, CONCENTRAÇÃO:25 MG";"COMPRIMIDO";"S";"1438102350092";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.647.278/0001-95";"PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"5000";"0.06";"300.0"
"2026";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"MUNICIPAL";"11.321.779/0001-63";"SALGADINHO";"PB";"26/01/2026";"09/02/2026";"267632";"CIPROFLOXACINO CLORIDRATO, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1256801500099";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"31.187.918/0001-15";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"1200";"0.24";"288.0"
